algorithm,trial_idx,total_time_s
Kyber768,404,0.00013322500012691307
Kyber768,405,0.00011704899998221663
Kyber768,406,0.00011923500005650567
Kyber768,407,0.0001416190000327333
Kyber768,408,0.00012506200005191204
Kyber768,409,0.00014359800002239353
Kyber768,410,0.00012534199981928396
Kyber768,411,0.00012797800013686356
Kyber768,412,0.0001245860000835819
Kyber768,413,0.00012362300003587734
Kyber768,414,0.00011458900007710326
Kyber768,415,0.00011488299992379325
Kyber768,416,0.0001238679999460146
Kyber768,417,0.00014347700016514864
Kyber768,418,0.000123359000099299
Kyber768,419,0.0001367029999528313
Kyber768,420,0.00013970999998491607
Kyber768,421,0.00012438600015229895
Kyber768,422,0.00012433300003067416
Kyber768,423,0.0001294649998726527
Kyber768,424,0.00012698199998339987
Kyber768,425,0.00013885099997423822
Kyber768,426,0.00010872799998651317
Kyber768,427,0.00011946099994020187
Kyber768,428,0.00010092800016536785
Kyber768,429,0.00011135299996567483
Kyber768,430,0.00011404099996070727
Kyber768,431,0.00011832499990305223
Kyber768,432,0.0001186759998290654
Kyber768,433,0.0001419079999323003
Kyber768,434,0.00012134700000387966
Kyber768,435,0.00013074699995740957
Kyber768,436,0.00012710500004686764
Kyber768,437,0.00011943799995606241
Kyber768,438,0.00011242300001867989
Kyber768,439,0.00012575999994624
Kyber768,440,0.00012799600017388002
Kyber768,441,0.00015730400014035695
Kyber768,442,0.00012070000002495362
Kyber768,443,0.00013583200006905827
Kyber768,444,0.00012967800012120279
Kyber768,445,0.00012709500015262165
Kyber768,446,0.00012784899990947451
Kyber768,447,0.00012059599998792692
Kyber768,448,0.0001130260000081762
Kyber768,449,0.0001371999999264517
Kyber768,450,0.00011924599994017626
Kyber768,451,0.00013844600016454933
Kyber768,452,0.00011964800000896503
Kyber768,453,0.00011867200009874068
Kyber768,454,0.00012392099984026572
Kyber768,455,0.00011882099988724804
Kyber768,456,0.00012089500000911357
Kyber768,457,0.00014553599999089784
Kyber768,458,0.00012038800014124718
Kyber768,459,0.00013886800002183008
Kyber768,460,0.00012588000004143396
Kyber768,461,0.00011837800002467702
Kyber768,462,0.00012329600008342823
Kyber768,463,0.00011869500008288014
Kyber768,464,0.00010354500000175904
Kyber768,465,0.00014315799990072264
Kyber768,466,0.00011879799990310858
Kyber768,467,0.00013547000003200083
Kyber768,468,0.00012100499998268788
Kyber768,469,0.00012224099987179216
Kyber768,470,0.0001240300000517891
Kyber768,471,0.00012317899995650805
Kyber768,472,0.00015144999997573905
Kyber768,473,0.00012745300000460702
Kyber768,474,0.00012057999992975965
Kyber768,475,0.00012896700013698137
Kyber768,476,0.0001228219998665736
Kyber768,477,0.000128071000062846
Kyber768,478,0.00012455299997782276
Kyber768,479,0.00012401200001477264
Kyber768,480,0.00014526699987982283
Kyber768,481,0.00012864700011050445
Kyber768,482,0.00012085299999853305
Kyber768,483,0.00013097700002617785
Kyber768,484,0.00011914500009879703
Kyber768,485,0.0001237619999301387
Kyber768,486,0.00011498599997139536
Kyber768,487,0.0001181779998660204
Kyber768,488,0.00013800800002172764
Kyber768,489,0.00012494499992499186
Kyber768,490,0.00012137600015194039
Kyber768,491,0.00014393000014933932
Kyber768,492,0.00012604700009433145
Kyber768,493,0.00012130699997214833
Kyber768,494,0.00011708500005624956
Kyber768,495,0.0001193359998978849
Kyber768,496,0.00014552299990100437
Kyber768,497,0.0001245870000730065
Kyber768,498,0.0001336630000423611
Kyber768,499,0.00013319000004230475
FrodoKEM-976-AES,0,0.007403184000168039
FrodoKEM-976-AES,1,0.006369579999955022
FrodoKEM-976-AES,2,0.006528400999968653
FrodoKEM-976-AES,3,0.008860378000008495
FrodoKEM-976-AES,4,0.007486777000167422
FrodoKEM-976-AES,5,0.013116068000044834
FrodoKEM-976-AES,6,0.006466690000024755
FrodoKEM-976-AES,7,0.009561153999811722
FrodoKEM-976-AES,8,0.006747750000158703
FrodoKEM-976-AES,9,0.0065380690000438335
FrodoKEM-976-AES,10,0.007463742000027196
FrodoKEM-976-AES,11,0.011100303000148415
FrodoKEM-976-AES,12,0.006440373000032196
FrodoKEM-976-AES,13,0.006616444999963278
FrodoKEM-976-AES,14,0.006445686999995814
FrodoKEM-976-AES,15,0.006575709000117058
FrodoKEM-976-AES,16,0.012023303999967538
FrodoKEM-976-AES,17,0.013235123999947973
FrodoKEM-976-AES,18,0.015046022999968045
FrodoKEM-976-AES,19,0.012325744000008854
FrodoKEM-976-AES,20,0.006579448000138655
FrodoKEM-976-AES,21,0.008916850000105114
FrodoKEM-976-AES,22,0.006729494999945018
FrodoKEM-976-AES,23,0.006540634000202772
FrodoKEM-976-AES,24,0.006570342000031815
FrodoKEM-976-AES,25,0.006570565999936662
FrodoKEM-976-AES,26,0.006746860000021115
FrodoKEM-976-AES,27,0.006409892999954536
FrodoKEM-976-AES,28,0.007748304999950051
FrodoKEM-976-AES,29,0.008280998999907752
FrodoKEM-976-AES,30,0.010496417000013025
FrodoKEM-976-AES,31,0.0065528830000403104
